year,race_date,display_name,age,gender,residence,finish_time,seconds,overall,gender_result,division_result,pace,avg_temp_f,avg_feelslike_f,avg_wind_mph,avg_humidity,total_precip_in,daily_maxtemp_f,daily_mintemp_f,daily_totalprecip_in,avg_no2,avg_o3,avg_pm25
2010,2010-04-19,Teyba Erkesso,27.0,F,Arsi,2:26:11,8771.0,42.0,1.0,1.0,00:05:34,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Tatyana Pushkareva,24.0,F,Perm,2:26:14,8774.0,43.0,2.0,1.0,00:05:34,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Salina Kosgei,33.0,F,Eldoret,2:28:35,8915.0,58.0,3.0,1.0,00:05:40,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Waynishet Girma,24.0,F,Addis Ababa,2:28:36,8916.0,61.0,4.0,2.0,00:05:40,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Bruna Genovese,33.0,F,Volpago Del Montello,2:29:12,8952.0,67.0,5.0,2.0,00:05:41,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Lidiya Grigoryeva,36.0,F,Cheboksory,2:30:31,9031.0,81.0,6.0,1.0,00:05:44,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Yurika Nakamura,24.0,F,Okayama City,2:30:40,9040.0,83.0,7.0,3.0,00:05:44,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Weiwei Sun,25.0,F,Liaoning,2:31:14,9074.0,89.0,8.0,2.0,00:05:46,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Nailya Yulamanova,29.0,F,Cheboksary,2:31:48,9108.0,90.0,9.0,3.0,00:05:47,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Albina Mayorova-Ivanova,32.0,F,Cheboksary,2:31:55,9115.0,92.0,10.0,3.0,00:05:47,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Agnes Kiprop,30.0,F,Marakwet,2:33:21,9201.0,106.0,11.0,4.0,00:05:50,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Koren Yal,23.0,F,Shewa,2:33:48,9228.0,111.0,12.0,4.0,00:05:51,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Paige Higgins,27.0,F,Flagstaff,2:36:00,9360.0,135.0,13.0,4.0,00:05:56,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Madai Perez,30.0,F,Tlaxcala,2:36:04,9364.0,136.0,14.0,5.0,00:05:57,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Meseret Legese,22.0,F,Addis Ababa,2:37:00,9420.0,152.0,15.0,5.0,00:05:59,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Mary Akor,33.0,F,Hawthorne,2:38:12,9492.0,177.0,16.0,6.0,00:06:02,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Jennifer Houck,26.0,F,Duluth,2:39:02,9542.0,187.0,17.0,5.0,00:06:03,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Heidi J. Westover,29.0,F,Walpole,2:39:14,9554.0,190.0,18.0,6.0,00:06:04,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Loretta Kilmer,27.0,F,New York,2:40:07,9607.0,209.0,19.0,7.0,00:06:06,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Catherine M. Mullen,25.0,F,New York,2:40:16,9616.0,210.0,20.0,8.0,00:06:06,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Chaofeng Jia,21.0,F,Gansu,2:40:33,9633.0,217.0,21.0,6.0,00:06:07,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Sheri Piers,38.0,F,Falmouth,2:40:46,9646.0,221.0,22.0,2.0,00:06:07,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Michelle Frey,28.0,F,Iowa City,2:42:38,9758.0,266.0,23.0,9.0,00:06:12,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Denise C. Robson,41.0,F,Dartmouth,2:43:16,9796.0,283.0,24.0,1.0,00:06:13,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Melisa D.D.S. Christian,33.0,F,Dallas,2:44:01,9841.0,297.0,25.0,7.0,00:06:15,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Laurel A. Burdick,25.0,F,Manlius,2:44:16,9856.0,302.0,26.0,10.0,00:06:15,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Karen Barlow,31.0,F,0,2:44:19,9859.0,305.0,27.0,8.0,00:06:16,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Jeanne Cooper,32.0,F,Eagle,2:45:20,9920.0,345.0,28.0,9.0,00:06:18,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Heidi M. Wolfsberger Peoples,30.0,F,Scranton,2:45:51,9951.0,361.0,29.0,10.0,00:06:19,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Lori Kingsley,44.0,F,Wysox,2:46:45,10005.0,392.0,30.0,2.0,00:06:21,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Kelly Flathers,38.0,F,Unknown,2:46:53,10013.0,402.0,31.0,3.0,00:06:21,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Julie S. Spencer,33.0,F,Baraboo,2:48:35,10115.0,464.0,32.0,11.0,00:06:25,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Christa Stephens,26.0,F,St. Petersburg,2:48:41,10121.0,466.0,33.0,11.0,00:06:26,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Jill E. Boaz,43.0,F,Los Osos,2:49:15,10155.0,497.0,34.0,3.0,00:06:27,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Anne-Marie E. Byrne,26.0,F,San Diego,2:50:18,10218.0,544.0,35.0,12.0,00:06:29,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Ariella S. Gottfried,22.0,F,Minneapolis,2:50:32,10232.0,555.0,36.0,7.0,00:06:30,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Louise Knudson,24.0,F,Charlottesville,2:51:27,10287.0,593.0,37.0,8.0,00:06:32,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Cori Mooney,36.0,F,Boise,2:51:42,10302.0,603.0,38.0,4.0,00:06:32,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Tina Connelly,39.0,F,Port Coquitlam,2:52:08,10328.0,624.0,39.0,5.0,00:06:33,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Michelle L. Sarney,37.0,F,West Bridgewater,2:52:26,10346.0,638.0,40.0,6.0,00:06:34,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Sarah J. Bard,25.0,F,Leesburg,2:53:09,10389.0,673.0,41.0,13.0,00:06:36,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Elizabeth N. Crank,33.0,F,Austin,2:53:29,10409.0,691.0,42.0,12.0,00:06:36,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Mary Pardi,40.0,F,Unknown,2:53:39,10419.0,702.0,43.0,4.0,00:06:37,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Emily Mcgregor,23.0,F,Unknown,2:53:45,10425.0,708.0,44.0,9.0,00:06:37,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Simonetta Piergentili,45.0,F,Unknown,2:54:17,10457.0,751.0,45.0,1.0,00:06:38,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Polly Campbell,43.0,F,Tucson,2:54:25,10465.0,760.0,46.0,5.0,00:06:39,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Laura T. Oâ€™Hara,30.0,F,Alexandria,2:54:35,10475.0,776.0,47.0,13.0,00:06:39,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Ariana K. Hilborn,29.0,F,Scottsdale,2:54:57,10497.0,799.0,48.0,14.0,00:06:40,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Jody Dushay,43.0,F,NEWTON,2:55:11,10511.0,818.0,49.0,6.0,00:06:40,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Stevie Kremer,26.0,F,Crested Butte,2:55:13,10513.0,822.0,50.0,15.0,00:06:40,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Lory G. Cavanagh,30.0,F,Cambridge,2:55:15,10515.0,826.0,51.0,14.0,00:06:41,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Laura Onderko,23.0,F,Unknown,2:55:17,10517.0,830.0,52.0,10.0,00:06:41,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Diane Dowd-Petruzzelli,42.0,F,Lincroft,2:56:20,10580.0,911.0,53.0,7.0,00:06:43,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Liz Wilson,41.0,F,Bothell,2:56:26,10586.0,922.0,54.0,8.0,00:06:43,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Connie M. Abbott,23.0,F,Kansas City,2:56:38,10598.0,940.0,55.0,11.0,00:06:44,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Tammy A. Richards,36.0,F,Williamsville,2:56:40,10600.0,943.0,56.0,7.0,00:06:44,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Kim Dobson,25.0,F,Denver,2:56:44,10604.0,948.0,57.0,16.0,00:06:44,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Claire Gadrow,40.0,F,South Kingstown,2:56:52,10612.0,958.0,58.0,9.0,00:06:44,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Heidi S. Bretscher,23.0,F,Philadelphia,2:57:10,10630.0,993.0,59.0,12.0,00:06:45,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Amelia G. Bishop,25.0,F,"Boston, Ma, Usa",2:57:13,10633.0,999.0,60.0,17.0,00:06:45,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Karen Benway,38.0,F,Warwick,2:57:16,10636.0,1002.0,61.0,8.0,00:06:45,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Christine B. Kennedy,55.0,F,Los Gatos,2:57:19,10639.0,1007.0,62.0,1.0,00:06:45,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Julie Crutchfield,29.0,F,Wilmington,2:57:25,10645.0,1019.0,63.0,18.0,00:06:45,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Nora Colligan,27.0,F,Austin,2:57:43,10663.0,1049.0,64.0,19.0,00:06:46,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Pamela L. Maldeis,27.0,F,Eldersburg,2:57:46,10666.0,1052.0,65.0,20.0,00:06:46,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Vanessa Morris,33.0,F,Toronto,2:57:49,10669.0,1059.0,66.0,15.0,00:06:46,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Samantha Johnson,29.0,F,CAMBRIDGE,2:57:52,10672.0,1061.0,67.0,21.0,00:06:47,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Paula Keating,43.0,F,Miramichi,2:57:53,10673.0,1062.0,68.0,10.0,00:06:47,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Janet Becker,36.0,F,Grand Rapids,2:57:53,10673.0,1062.0,68.0,9.0,00:06:47,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Jean Marinangeli,26.0,F,Arlington Heights,2:58:10,10690.0,1098.0,70.0,22.0,00:06:47,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Mandy Grantz,23.0,F,Pasadena,2:58:37,10717.0,1154.0,71.0,13.0,00:06:48,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Heidy Lozano,47.0,F,Unknown,2:59:01,10741.0,1202.0,72.0,2.0,00:06:49,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Sherry L. Hannay,29.0,F,Richmond,2:59:08,10748.0,1221.0,73.0,23.0,00:06:49,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Janet Leet,44.0,F,Arlington Heights,2:59:14,10754.0,1235.0,74.0,11.0,00:06:50,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Katherine H. Walker,31.0,F,Arlington,2:59:19,10759.0,1247.0,75.0,16.0,00:06:50,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Cathrine Wolden,38.0,F,Pound Ridge,2:59:31,10771.0,1282.0,76.0,10.0,00:06:50,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Kristen L. Lawrence,30.0,F,Bremerton,2:59:35,10775.0,1290.0,77.0,17.0,00:06:50,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Leah Jabbour,33.0,F,Halifax,2:59:48,10788.0,1322.0,78.0,18.0,00:06:51,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Kristen K. Ogden,29.0,F,Provo,3:00:05,10805.0,1363.0,79.0,24.0,00:06:52,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Elizabeth Randell,43.0,F,Buffalo,3:00:11,10811.0,1371.0,80.0,12.0,00:06:52,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Jennifer Gwin,26.0,F,Vienna,3:00:31,10831.0,1409.0,81.0,25.0,00:06:53,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Molly Giammarco,26.0,F,Unknown,3:00:41,10841.0,1428.0,82.0,26.0,00:06:53,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Laura J. Smith,28.0,F,Brighton,3:00:51,10851.0,1443.0,83.0,27.0,00:06:53,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Bridget Mccarthy,30.0,F,Unknown,3:01:06,10866.0,1459.0,84.0,19.0,00:06:54,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Anna M. Hallex,32.0,F,Gulf Shores,3:01:16,10876.0,1478.0,85.0,20.0,00:06:54,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Kerry Walker,36.0,F,Mississauga,3:01:17,10877.0,1481.0,86.0,11.0,00:06:54,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Loni Smith,28.0,F,Lakeland,3:01:18,10878.0,1484.0,87.0,28.0,00:06:54,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Jacquelyn C. Cilley,31.0,F,Brookline,3:01:27,10887.0,1497.0,88.0,21.0,00:06:55,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Colleen Harrison,27.0,F,Cambridge,3:01:32,10892.0,1506.0,89.0,29.0,00:06:55,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Laurie Cass,36.0,F,"Plymouth, Ma, Usa",3:01:38,10898.0,1515.0,90.0,12.0,00:06:55,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Cecile Daurat-Thompson,36.0,F,Glen Mills,3:01:43,10903.0,1520.0,91.0,13.0,00:06:55,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Tina Senft-Batoh,26.0,F,Stamford,3:01:44,10904.0,1522.0,92.0,30.0,00:06:55,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Aviva (Goldstein) Pruzinsky,24.0,F,Boxford,3:01:53,10913.0,1536.0,93.0,14.0,00:06:56,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Bess Mckinney,30.0,F,Seattle,3:02:07,10927.0,1553.0,94.0,22.0,00:06:56,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Elizabeth Crowley,24.0,F,East Orleans,3:02:19,10939.0,1574.0,95.0,15.0,00:06:57,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Mizuho Kishi,23.0,F,Tokyo,3:02:28,10948.0,1584.0,96.0,16.0,00:06:57,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Grier W. Tumas,20.0,F,"Wilmington, De, Usa",3:02:29,10949.0,1585.0,97.0,17.0,00:06:57,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Candace Caveny,40.0,F,Mascoutah,3:02:30,10950.0,1588.0,98.0,13.0,00:06:57,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Lauren J. Klima,27.0,F,Omaha,3:02:37,10957.0,1601.0,99.0,31.0,00:06:57,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Fillipa Poulidou,40.0,F,Glifada,3:02:45,10965.0,1620.0,100.0,14.0,00:06:58,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Robert Kiprono Cheruiyot,21.0,M,Bomet,2:05:52,7552.0,1.0,1.0,1.0,00:04:48,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Tekeste Kebede,28.0,M,City,2:07:23,7643.0,2.0,2.0,1.0,00:04:51,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Deriba Merga,29.0,M,Addis Ababa,2:08:39,7719.0,3.0,3.0,2.0,00:04:54,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Ryan Hall,27.0,M,Chico,2:08:41,7721.0,4.0,4.0,3.0,00:04:54,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Mebrahtom Keflezighi,34.0,M,Mammoth Lakes,2:09:26,7766.0,5.0,5.0,1.0,00:04:56,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Gashaw Asfaw,31.0,M,Wollo,2:10:53,7853.0,6.0,6.0,2.0,00:04:59,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,John Komen,32.0,M,Marakwet,2:11:48,7908.0,7.0,7.0,3.0,00:05:01,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Moses Kigen Kipkosgei,27.0,M,Eldoret,2:12:04,7924.0,8.0,8.0,4.0,00:05:02,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Jason Lehmkuhle,32.0,M,Minneapolis,2:12:24,7944.0,9.0,9.0,4.0,00:05:02,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Alejandro Suarez,29.0,M,Queretaro,2:12:33,7953.0,10.0,10.0,5.0,00:05:03,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Cutbert Nyasango,27.0,M,Harare,2:12:40,7960.0,11.0,11.0,6.0,00:05:03,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Antonio Vega,26.0,M,ST.PAUL,2:13:47,8027.0,12.0,12.0,7.0,00:05:06,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Elijah Keitany,27.0,M,Kapsait,2:14:48,8088.0,13.0,13.0,8.0,00:05:08,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Stephen Kiogora,35.0,M,Meru,2:14:50,8090.0,14.0,14.0,1.0,00:05:08,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Chala Dechase,25.0,M,Addis Ababa,2:14:57,8097.0,15.0,15.0,9.0,00:05:08,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Drew A. Polley,24.0,M,Rochester Hills,2:16:36,8196.0,16.0,16.0,2.0,00:05:12,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Dmytro Baranovskyy,30.0,M,Kiev,2:17:15,8235.0,17.0,17.0,5.0,00:05:14,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,James Koskei,41.0,M,Eldoret,2:17:28,8248.0,18.0,18.0,1.0,00:05:14,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Chad N. Johnson,33.0,M,Lake Orion,2:17:41,8261.0,19.0,19.0,6.0,00:05:15,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Jason C. Delaney,30.0,M,Golden,2:19:17,8357.0,20.0,20.0,7.0,00:05:18,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Seth Hutchinson,26.0,M,Unknown,2:20:56,8456.0,21.0,21.0,10.0,00:05:22,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Gilbert Yegon,21.0,M,Eldoret,2:21:12,8472.0,22.0,22.0,3.0,00:05:23,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Reuben Chesang,47.0,M,nakuru,2:21:15,8475.0,23.0,23.0,1.0,00:05:23,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Lucas C. Meyer,26.0,M,Ridgefield,2:21:29,8489.0,24.0,24.0,11.0,00:05:23,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Tomoyuki Kawakami,29.0,M,Ibaraki-ken,2:21:44,8504.0,25.0,25.0,12.0,00:05:24,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Jason J. Flogel,27.0,M,West Des Moines,2:21:51,8511.0,26.0,26.0,13.0,00:05:24,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Jesse  Davis,28.0,M,Indianapolis,2:22:59,8579.0,27.0,27.0,14.0,00:05:27,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Antonino Liuzzo,30.0,M,SCICLI,2:23:00,8580.0,28.0,28.0,8.0,00:05:27,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Jorge Eliecer Real,39.0,M,Unknown,2:23:08,8588.0,29.0,29.0,2.0,00:05:27,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Marc A. Jeuland,31.0,M,Carrboro,2:23:33,8613.0,30.0,30.0,9.0,00:05:28,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Jacob D. Bradosky,22.0,M,Centerville,2:23:50,8630.0,31.0,31.0,4.0,00:05:29,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Tracy Lokken,44.0,M,Marquette,2:24:04,8644.0,32.0,32.0,2.0,00:05:29,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Sage Canaday,24.0,M,Rochester Hills,2:24:07,8647.0,33.0,33.0,5.0,00:05:29,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Gregory J. Mitchell,36.0,M,Mcminnville,2:24:15,8655.0,34.0,34.0,3.0,00:05:30,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Scott N. Rowe,35.0,M,Dover,2:24:34,8674.0,35.0,35.0,4.0,00:05:30,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Nathan M. Krah,24.0,M,Boston,2:25:04,8704.0,36.0,36.0,6.0,00:05:31,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,David Bedoya,33.0,M,Boston,2:25:19,8719.0,37.0,37.0,10.0,00:05:32,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Pete A. Gilman,35.0,M,Rochester,2:25:40,8740.0,38.0,38.0,5.0,00:05:33,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Michael R. Wardian,36.0,M,Arlington,2:25:45,8745.0,39.0,39.0,6.0,00:05:33,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Chris M. Hartshorn,38.0,M,Concord,2:25:59,8759.0,40.0,40.0,7.0,00:05:34,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Greg P. Costello,29.0,M,Chicago,2:26:01,8761.0,41.0,41.0,15.0,00:05:34,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Randy Bill,28.0,M,Cedar Falls,2:26:25,8785.0,44.0,42.0,16.0,00:05:35,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
2010,2010-04-19,Nicholas I. Mccombs,29.0,M,Toquerville,2:27:10,8830.0,45.0,43.0,17.0,00:05:36,53.42,49.96,10.98,53.4,0.0,56.8,39.4,0.0,,,
